CustomerID,Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFMScore,Cluster_Id
13900.0,183,3,37.019999999999996,2,3,3,233,0
13901.0,72,4,66.96000000000001,4,4,3,443,3
13908.0,79,4,77.33,4,4,3,443,3
13911.0,144,6,121.94,2,4,4,244,3
13917.0,191,1,2.2800000000000002,1,1,1,111,0
13918.0,253,1,30.599999999999998,1,1,2,112,0
13924.0,72,1,15.8,4,1,1,411,1
13925.0,92,4,85.9,3,4,3,343,3
13927.0,74,1,16.6,4,1,2,412,1
13928.0,106,2,51.300000000000004,3,2,3,323,1
13929.0,169,1,61.199999999999996,2,1,3,213,0
13930.0,136,1,12.600000000000001,2,1,1,211,0
13931.0,95,2,274.5,3,2,4,324,1
13933.0,109,2,40.050000000000004,3,2,3,323,1
13934.0,263,1,19.799999999999997,1,1,2,112,0
13936.0,179,1,3.4799999999999995,2,1,1,211,0
13937.0,169,1,30.599999999999998,2,1,2,212,0
13939.0,108,1,10.2,3,1,1,311,1
13940.0,116,2,26.1,3,2,2,322,1
13941.0,89,2,250.08,3,2,4,324,1
13946.0,79,3,238.01999999999998,4,3,4,434,3
13949.0,77,2,25.08,4,2,2,422,1
13950.0,73,2,39.599999999999994,4,2,3,423,1
13951.0,176,2,35.1,2,2,2,222,0
13952.0,217,2,54.0,1,2,3,123,0
13953.0,115,4,1769.8,3,4,4,344,3
13954.0,70,1,15.0,4,1,1,411,1
13955.0,154,1,4.95,2,1,1,211,0
13956.0,138,3,9.5,2,3,1,231,0
13959.0,79,2,15.75,4,2,1,421,1
13960.0,71,1,17.700000000000003,4,1,2,412,1
13962.0,245,1,19.9,1,1,2,112,0
13967.0,145,1,35.7,2,1,3,213,0
13969.0,107,9,278.66999999999996,3,4,4,344,3
13971.0,106,5,99.05,3,4,4,344,3
13972.0,70,2,24.659999999999997,4,2,2,422,1
13975.0,128,4,80.09,2,4,3,243,3
13976.0,206,1,69.36,1,1,3,113,0
13979.0,73,1,20.8,4,1,2,412,1
13982.0,163,1,9.9,2,1,1,211,0
13983.0,88,5,328.95,3,4,4,344,3
13984.0,126,2,526.08,2,2,4,224,0
13985.0,71,8,141.1,4,4,4,444,3
13988.0,72,4,66.66,4,4,3,443,3
13989.0,239,1,23.8,1,1,2,112,0
13990.0,213,1,23.4,1,1,2,112,0
13991.0,75,2,9.64,4,2,1,421,1
13993.0,89,5,174.60000000000002,3,4,4,344,3
13994.0,77,3,83.7,4,3,3,433,3
13995.0,115,3,49.8,3,3,3,333,3
13999.0,95,7,171.45000000000002,3,4,4,344,3
14000.0,211,1,61.199999999999996,1,1,3,113,0
14001.0,232,1,19.9,1,1,2,112,0
14002.0,134,2,17.88,2,2,2,222,0
14004.0,78,5,116.8,4,4,4,444,3
14005.0,75,4,90.60000000000001,4,4,3,443,3
14006.0,115,2,34.2,3,2,2,322,1
14009.0,198,2,45.3,1,2,3,123,0
14012.0,277,1,37.2,1,1,3,113,0
14013.0,110,3,36.78,3,3,3,333,3
14014.0,77,1,15.0,4,1,1,411,1
14019.0,98,2,21.45,3,2,2,322,1
14020.0,88,1,34.8,3,1,2,312,1
14021.0,155,3,98.8,2,3,4,234,3
14022.0,225,1,10.5,1,1,1,111,0
14023.0,250,1,15.0,1,1,1,111,0
14024.0,121,2,35.650000000000006,2,2,3,223,0
14029.0,144,1,51.0,2,1,3,213,0
14030.0,89,4,46.599999999999994,3,4,3,343,3
14031.0,74,9,359.56,4,4,4,444,3
14032.0,87,5,157.44,3,4,4,344,3
14034.0,157,2,29.840000000000003,2,2,2,222,0
14035.0,107,2,162.24,3,2,4,324,1
14037.0,176,1,17.700000000000003,2,1,2,212,0
14038.0,78,3,62.400000000000006,4,3,3,433,3
14040.0,94,7,166.99,3,4,4,344,3
14041.0,266,1,0.58,1,1,1,111,0
14044.0,103,2,22.7,3,2,2,322,1
14045.0,109,1,408.0,3,1,4,314,1
14047.0,73,2,100.9,4,2,4,424,1
14049.0,158,2,31.95,2,2,2,222,0
14050.0,106,1,25.200000000000003,3,1,2,312,1
14051.0,91,10,859.5,3,4,4,344,3
14053.0,124,2,218.5,2,2,4,224,0
14055.0,106,1,23.9,3,1,2,312,1
14056.0,84,17,257.17999999999995,4,4,4,444,3
14057.0,89,11,596.9799999999999,3,4,4,344,3
14059.0,266,1,23.4,1,1,2,112,0
14060.0,79,10,288.53999999999996,4,4,4,444,3
14062.0,71,7,714.3199999999999,4,4,4,444,3
14064.0,113,4,30.300000000000004,3,4,2,342,3
14066.0,266,1,17.700000000000003,1,1,2,112,0
14067.0,96,1,16.5,3,1,2,312,1
14071.0,260,2,42.46,1,2,3,123,0
14075.0,261,1,5.04,1,1,1,111,0
14076.0,129,1,16.95,2,1,2,212,0
14077.0,78,4,20.049999999999997,4,4,2,442,3
14078.0,101,4,169.44,3,4,4,344,3
14079.0,124,1,15.0,2,1,1,211,0
14083.0,126,4,43.3,2,4,3,243,3
14085.0,141,6,42.839999999999996,2,4,3,243,3
14088.0,128,6,459.4,2,4,4,244,3
14092.0,99,7,150.03,3,4,4,344,3
14096.0,74,6,32.169999999999995,4,4,2,442,3
14099.0,120,5,80.64,2,4,3,243,3
14100.0,137,1,7.95,2,1,1,211,0
14101.0,73,4,1335.0,4,4,4,444,3
14104.0,154,2,89.16,2,2,3,223,0
14105.0,239,1,25.5,1,1,2,112,0
14107.0,96,4,104.82,3,4,4,344,3
14108.0,101,1,9.48,3,1,1,311,1
14109.0,72,1,15.0,4,1,1,411,1
14110.0,86,7,857.98,3,4,4,344,3
14111.0,95,3,206.1,3,3,4,334,3
14112.0,130,4,100.7,2,4,4,244,3
14113.0,78,1,204.0,4,1,4,414,1
14114.0,273,1,89.69999999999999,1,1,3,113,0
14116.0,92,2,31.65,3,2,2,322,1
14117.0,143,1,30.0,2,1,2,212,0
14124.0,84,1,90.0,4,1,3,413,1
14125.0,78,1,19.799999999999997,4,1,2,412,1
14127.0,122,2,7.9399999999999995,2,2,1,221,0
14128.0,255,1,5.04,1,1,1,111,0
14129.0,95,3,56.2,3,3,3,333,3
14132.0,87,6,126.89999999999999,3,4,4,344,3
14133.0,129,2,43.31999999999999,2,2,3,223,0
14135.0,75,4,257.5,4,4,4,444,3
14141.0,73,2,60.0,4,2,3,423,1
14143.0,133,1,17.0,2,1,2,212,0
14145.0,156,3,1128.6,2,3,4,234,3
14146.0,81,3,50.16,4,3,3,433,3
14147.0,78,1,81.6,4,1,3,413,1
14148.0,233,1,127.5,1,1,4,114,0
14149.0,220,1,17.700000000000003,1,1,2,112,0
14152.0,75,2,18.46,4,2,2,422,1
14154.0,239,2,43.2,1,2,3,123,0
14155.0,266,1,17.85,1,1,2,112,0
14159.0,81,7,52.19,4,4,3,443,3
14161.0,215,2,32.339999999999996,1,2,2,122,0
14162.0,173,1,7.95,2,1,1,211,0
14163.0,87,4,178.3,3,4,4,344,3
14164.0,70,2,423.25,4,2,4,424,1
14165.0,275,1,5.9,1,1,1,111,0
14167.0,165,2,25.5,2,2,2,222,0
14171.0,98,1,8.5,3,1,1,311,1
14173.0,219,1,7.8,1,1,1,111,0
14175.0,171,1,10.0,2,1,1,211,0
14177.0,86,4,174.55,3,4,4,344,3
14178.0,98,3,13.030000000000001,3,3,1,331,1
14180.0,91,13,368.09999999999997,3,4,4,344,3
14188.0,71,4,58.2,4,4,3,443,3
14189.0,96,7,91.3,3,4,3,343,3
14191.0,80,8,199.79000000000002,4,4,4,444,3
14193.0,269,1,20.4,1,1,2,112,0
14194.0,75,13,344.4100000000001,4,4,4,444,3
14195.0,201,2,336.6,1,2,4,124,0
14196.0,106,1,30.0,3,1,2,312,1
14198.0,86,3,47.85,3,3,3,333,3
14199.0,218,1,175.2,1,1,4,114,0
14201.0,80,5,181.01999999999998,4,4,4,444,3
14205.0,264,1,15.9,1,1,1,111,0
14206.0,239,1,23.4,1,1,2,112,0
14208.0,94,1,10.5,3,1,1,311,1
14209.0,121,4,85.30000000000001,2,4,3,243,3
14210.0,105,3,55.699999999999996,3,3,3,333,3
14211.0,80,5,142.6,4,4,4,444,3
14212.0,89,1,237.60000000000002,3,1,4,314,1
14214.0,156,3,53.699999999999996,2,3,3,233,0
14215.0,77,2,31.5,4,2,2,422,1
14217.0,74,8,308.33000000000004,4,4,4,444,3
14220.0,247,1,47.2,1,1,3,113,0
14221.0,80,7,146.79999999999998,4,4,4,444,3
14222.0,177,1,10.5,2,1,1,211,0
14223.0,92,3,46.699999999999996,3,3,3,333,3
14224.0,110,3,50.95,3,3,3,333,3
14226.0,70,3,122.7,4,3,4,434,3
14227.0,85,8,171.87,4,4,4,444,3
14231.0,183,2,88.4,2,2,3,223,0
14232.0,115,4,83.7,3,4,3,343,3
14233.0,211,1,67.6,1,1,3,113,0
14235.0,75,5,349.99999999999994,4,4,4,444,3
14236.0,80,1,13.200000000000001,4,1,1,411,1
14239.0,71,8,164.31,4,4,4,444,3
14240.0,225,1,19.799999999999997,1,1,2,112,0
14241.0,183,1,17.700000000000003,2,1,2,212,0
14242.0,234,1,25.5,1,1,2,112,0
14243.0,95,4,120.45,3,4,4,344,3
14245.0,219,2,28.5,1,2,2,122,0
14246.0,110,3,62.25000000000001,3,3,3,333,3
14247.0,278,1,9.95,1,1,1,111,0
14250.0,89,1,19.8,3,1,2,312,1
14256.0,260,1,10.2,1,1,1,111,0
14257.0,123,3,115.65,2,3,4,234,3
14258.0,89,6,668.0,3,4,4,344,3
14259.0,141,1,33.0,2,1,2,212,0
14261.0,78,1,19.799999999999997,4,1,2,412,1
14262.0,84,4,104.4,4,4,4,444,3
14264.0,154,2,55.2,2,2,3,223,0
14267.0,162,3,45.480000000000004,2,3,3,233,0
14271.0,225,1,7.800000000000001,1,1,1,111,0
14272.0,73,2,35.5,4,2,3,423,1
14273.0,136,3,62.400000000000006,2,3,3,233,0
14276.0,98,2,45.7,3,2,3,323,1
14280.0,196,1,14.850000000000001,1,1,1,111,0
14282.0,81,9,175.34000000000003,4,4,4,444,3
14284.0,86,1,14.850000000000001,3,1,1,311,1
14285.0,75,2,189.50000000000003,4,2,4,424,1
14286.0,242,1,20.4,1,1,2,112,0
14287.0,198,2,47.28,1,2,3,123,0
14288.0,213,1,35.400000000000006,1,1,2,112,0
14289.0,134,4,105.83999999999999,2,4,4,244,3
14290.0,81,1,15.0,4,1,1,411,1
14291.0,120,7,138.28,2,4,4,244,3
14292.0,88,5,111.17999999999999,3,4,4,344,3
14293.0,147,1,20.8,2,1,2,212,0
14297.0,274,1,39.8,1,1,3,113,0
14298.0,72,27,1389.8100000000002,4,4,4,444,3
14299.0,78,2,27.900000000000002,4,2,2,422,1
14301.0,117,1,60.0,3,1,3,313,1
14304.0,222,1,30.0,1,1,2,112,0
14305.0,71,3,35.6,4,3,3,433,3
14306.0,85,1,102.0,4,1,4,414,1
14307.0,88,4,64.74,3,4,3,343,3
14309.0,93,4,116.7,3,4,4,344,3
14311.0,242,1,10.2,1,1,1,111,0
14312.0,91,3,51.4,3,3,3,333,3
14314.0,106,1,4.8,3,1,1,311,1
14315.0,129,5,103.89999999999998,2,4,4,244,3
14320.0,206,1,5.04,1,1,1,111,0
14321.0,73,3,21.840000000000003,4,3,2,432,1
14323.0,114,2,35.7,3,2,3,323,1
14326.0,242,1,60.0,1,1,3,113,0
14327.0,163,1,39.599999999999994,2,1,3,213,0
14329.0,108,3,70.65,3,3,3,333,3
14331.0,124,2,32.85,2,2,2,222,0
14332.0,147,1,104.04,2,1,4,214,0
14334.0,93,5,73.25,3,4,3,343,3
14336.0,198,3,56.400000000000006,1,3,3,133,0
14338.0,161,2,25.950000000000003,2,2,2,222,0
14339.0,242,1,17.4,1,1,2,112,0
14340.0,218,1,27.0,1,1,2,112,0
14341.0,130,4,79.8,2,4,3,243,3
14342.0,137,2,88.0,2,2,3,223,0
14344.0,127,5,63.150000000000006,2,4,3,243,3
14346.0,120,1,15.0,2,1,1,211,0
14348.0,260,1,91.80000000000001,1,1,3,113,0
14350.0,274,1,19.8,1,1,2,112,0
14351.0,164,1,51.0,2,1,3,213,0
14352.0,157,4,148.0,2,4,4,244,3
14353.0,215,1,3.9000000000000004,1,1,1,111,0
14356.0,79,2,35.4,4,2,2,422,1
14359.0,87,1,17.4,3,1,2,312,1
14360.0,94,1,10.2,3,1,1,311,1
14364.0,108,8,562.06,3,4,4,344,3
14367.0,75,12,298.90999999999997,4,4,4,444,3
14375.0,185,1,2.95,1,1,1,111,0
14377.0,191,2,195.14999999999998,1,2,4,124,0
14383.0,163,1,34.0,2,1,2,212,0
14387.0,74,2,31.5,4,2,2,422,1
14388.0,91,5,80.67,3,4,3,343,3
14389.0,190,1,33.0,1,1,2,112,0
14390.0,144,3,46.339999999999996,2,3,3,233,0
14393.0,218,1,17.25,1,1,2,112,0
14395.0,78,5,38.3,4,4,3,443,3
14397.0,79,11,383.91999999999996,4,4,4,444,3
14400.0,149,1,15.0,2,1,1,211,0
14401.0,80,9,222.0,4,4,4,444,3
14403.0,130,4,278.1,2,4,4,244,3
14404.0,108,3,112.8,3,3,4,334,3
14406.0,119,1,20.8,3,1,2,312,1
14407.0,107,6,471.85,3,4,4,344,3
14408.0,94,6,119.60000000000002,3,4,4,344,3
14409.0,71,3,52.1,4,3,3,433,3
14410.0,92,8,108.88,3,4,4,344,3
14412.0,72,1,17.4,4,1,2,412,1
14414.0,91,6,61.839999999999996,3,4,3,343,3
14415.0,98,6,72.7,3,4,3,343,3
14418.0,108,1,9.899999999999999,3,1,1,311,1
14419.0,73,2,11.05,4,2,1,421,1
14420.0,99,1,19.799999999999997,3,1,2,312,1
14421.0,211,1,19.799999999999997,1,1,2,112,0
14422.0,70,3,97.9,4,3,4,434,3
14423.0,218,1,163.2,1,1,4,114,0
14426.0,140,4,76.8,2,4,3,243,3
14428.0,79,2,91.32000000000001,4,2,3,423,1
14432.0,89,1,1.17,3,1,1,311,1
14434.0,72,1,69.6,4,1,3,413,1
14436.0,98,1,12.5,3,1,1,311,1
14440.0,72,1,35.400000000000006,4,1,2,412,1
14441.0,94,2,50.400000000000006,3,2,3,323,1
14443.0,138,1,5.04,2,1,1,211,0
14446.0,80,2,8.45,4,2,1,421,1
14447.0,196,2,46.5,1,2,3,123,0
14449.0,246,1,3.9,1,1,1,111,0
14450.0,180,2,5.6000000000000005,2,2,1,221,0
14451.0,194,1,8.4,1,1,1,111,0
14452.0,93,1,0.75,3,1,1,311,1
14453.0,190,1,5.75,1,1,1,111,0
14456.0,73,5,12.459999999999999,4,4,1,441,1
14459.0,155,1,76.5,2,1,3,213,0
14460.0,110,2,79.19999999999999,3,2,3,323,1
14461.0,148,3,49.5,2,3,3,233,0
14462.0,84,7,64.36999999999999,4,4,3,443,3
14463.0,98,3,229.79999999999998,3,3,4,334,3
14465.0,246,2,7.09,1,2,1,121,0
14466.0,73,4,149.1,4,4,4,444,3
14472.0,103,5,39.13999999999999,3,4,3,343,3
14473.0,74,2,123.16,4,2,4,424,1
14475.0,71,2,24.660000000000004,4,2,2,422,1
14476.0,257,1,5.9,1,1,1,111,0
14477.0,184,1,179.0,1,1,4,114,0
14479.0,253,1,17.700000000000003,1,1,2,112,0
14481.0,164,1,15.6,2,1,1,211,0
14482.0,99,2,4.15,3,2,1,321,1
14483.0,281,1,8.850000000000001,1,1,1,111,0
14487.0,82,3,29.15,4,3,2,432,1
14489.0,207,1,29.88,1,1,2,112,0
14491.0,175,1,19.799999999999997,2,1,2,212,0
14493.0,155,1,40.8,2,1,3,213,0
14495.0,121,1,20.8,2,1,2,212,0
14498.0,116,3,34.69,3,3,2,332,1
14499.0,133,2,16.349999999999998,2,2,1,221,0
14500.0,88,3,84.75,3,3,3,333,3
14501.0,183,1,27.04,2,1,2,212,0
14502.0,149,5,194.84,2,4,4,244,3
14503.0,70,2,36.7,4,2,3,423,1
14504.0,243,3,20.17,1,3,2,132,0
14505.0,109,4,27.349999999999998,3,4,2,342,3
14506.0,162,2,41.550000000000004,2,2,3,223,0
14507.0,101,4,82.05,3,4,3,343,3
14508.0,89,1,8.25,3,1,1,311,1
14511.0,92,2,43.54,3,2,3,323,1
14512.0,187,2,24.15,1,2,2,122,0
14513.0,100,2,190.24,3,2,4,324,1
14514.0,201,1,12.75,1,1,1,111,0
14515.0,191,2,32.35,1,2,2,122,0
14517.0,141,1,31.2,2,1,2,212,0
14522.0,71,3,145.8,4,3,4,434,3
14523.0,108,1,12.5,3,1,1,311,1
14524.0,71,7,139.41,4,4,4,444,3
14525.0,100,5,54.989999999999995,3,4,3,343,3
14527.0,71,29,298.07,4,4,4,444,3
14529.0,77,2,2.79,4,2,1,421,1
14530.0,93,4,26.9,3,4,2,342,3
14532.0,236,1,16.95,1,1,2,112,0
14533.0,89,2,64.32,3,2,3,323,1
14534.0,95,11,169.64999999999998,3,4,4,344,3
14535.0,127,2,23.4,2,2,2,222,0
14536.0,259,1,0.85,1,1,1,111,0
14538.0,256,1,35.7,1,1,3,113,0
14540.0,75,1,3.4,4,1,1,411,1
14541.0,168,3,67.45,2,3,3,233,0
14542.0,185,1,17.0,1,1,2,112,0
14543.0,73,11,367.45000000000005,4,4,4,444,3
14546.0,77,3,31.080000000000002,4,3,2,432,1
14548.0,150,1,81.6,2,1,3,213,0
14551.0,204,1,12.64,1,1,1,111,0
14552.0,151,1,3.38,2,1,1,211,0
14553.0,218,1,5.9,1,1,1,111,0
14557.0,85,1,69.6,4,1,3,413,1
14560.0,94,11,568.5999999999999,3,4,4,344,3
14561.0,75,3,34.2,4,3,2,432,1
14562.0,78,8,137.97000000000003,4,4,4,444,3
14565.0,95,3,47.76,3,3,3,333,3
14567.0,130,1,35.400000000000006,2,1,2,212,0
14570.0,280,2,6.75,1,2,1,121,0
14572.0,110,4,61.2,3,4,3,343,3
14573.0,179,7,35.400000000000006,2,4,2,242,3
14577.0,163,2,16.2,2,2,1,221,0
14583.0,144,4,18.35,2,4,2,242,3
14584.0,169,4,31.5,2,4,2,242,0
14586.0,276,1,15.0,1,1,1,111,0
14587.0,184,5,31.5,1,4,2,142,0
14591.0,213,1,50.0,1,1,3,113,0
14593.0,198,2,8.15,1,2,1,121,0
14595.0,85,1,14.040000000000001,4,1,1,411,1
14597.0,191,1,37.5,1,1,3,113,0
14603.0,274,1,150.0,1,1,4,114,0
14606.0,72,50,661.1,4,4,4,444,3
14607.0,261,1,165.0,1,1,4,114,0
14608.0,85,1,90.0,4,1,3,413,1
14609.0,72,3,457.56,4,3,4,434,3
14616.0,242,1,158.4,1,1,4,114,0
14619.0,245,1,19.9,1,1,2,112,0
14620.0,205,2,18.18,1,2,2,122,0
14621.0,156,2,61.5,2,2,3,223,0
14622.0,184,1,20.8,1,1,2,112,0
14623.0,116,3,12.86,3,3,1,331,1
14625.0,196,1,17.0,1,1,2,112,0
14626.0,122,2,23.5,2,2,2,222,0
14628.0,91,2,54.6,3,2,3,323,1
14631.0,235,1,17.700000000000003,1,1,2,112,0
14632.0,262,1,15.9,1,1,1,111,0
14633.0,266,1,15.8,1,1,1,111,0
14636.0,268,1,19.5,1,1,2,112,0
14639.0,120,2,38.55,2,2,3,223,0
14640.0,127,4,136.65,2,4,4,244,3
14643.0,170,1,6.959999999999999,2,1,1,211,0
14645.0,156,2,39.099999999999994,2,2,3,223,0
14647.0,201,1,9.9,1,1,1,111,0
14649.0,72,3,37.9,4,3,3,433,3
14651.0,211,1,1.1400000000000001,1,1,1,111,0
14652.0,77,1,4.25,4,1,1,411,1
14655.0,70,2,40.2,4,2,3,423,1
14656.0,169,2,22.7,2,2,2,222,0
14657.0,155,2,26.1,2,2,2,222,0
14658.0,117,1,2.95,3,1,1,311,1
14659.0,78,5,54.900000000000006,4,4,3,443,3
14660.0,86,2,8.64,3,2,1,321,1
14662.0,234,2,8.05,1,2,1,121,0
14665.0,89,1,39.6,3,1,3,313,1
14667.0,74,12,206.52999999999997,4,4,4,444,3
14669.0,241,1,8.25,1,1,1,111,0
14670.0,280,2,13.9,1,2,1,121,0
14672.0,234,1,15.9,1,1,1,111,0
14676.0,78,5,341.40000000000003,4,4,4,444,3
14680.0,71,10,1515.7199999999998,4,4,4,444,3
14681.0,71,3,120.0,4,3,4,434,3
14682.0,187,2,52.0,1,2,3,123,0
14684.0,81,2,2.7,4,2,1,421,1
14687.0,106,1,10.2,3,1,1,311,1
14688.0,70,12,543.46,4,4,4,444,3
14689.0,208,1,7.95,1,1,1,111,0
14690.0,151,1,15.299999999999999,2,1,1,211,0
14691.0,71,4,161.1,4,4,4,444,3
14692.0,137,2,8.4,2,2,1,221,0
14693.0,264,1,4.25,1,1,1,111,0
14696.0,71,4,53.919999999999995,4,4,3,443,3
14697.0,218,2,22.63,1,2,2,122,0
14699.0,214,1,12.600000000000001,1,1,1,111,0
14700.0,189,2,2.95,1,2,1,121,0
14701.0,172,5,130.54999999999998,2,4,4,244,3
14702.0,78,5,24.7,4,4,2,442,3
14704.0,81,3,10.93,4,3,1,431,1
14705.0,198,1,179.0,1,1,4,114,0
14708.0,154,1,119.39999999999999,2,1,4,214,0
14709.0,71,8,151.70000000000002,4,4,4,444,3
14711.0,91,9,382.84999999999997,3,4,4,344,3
14712.0,75,2,62.650000000000006,4,2,3,423,1
14713.0,99,6,79.82000000000001,3,4,3,343,3
14715.0,94,1,8.7,3,1,1,311,1
14716.0,148,1,6.24,2,1,1,211,0
14719.0,179,2,24.65,2,2,2,222,0
14720.0,89,2,30.9,3,2,2,322,1
14722.0,147,1,7.95,2,1,1,211,0
14727.0,274,1,50.849999999999994,1,1,3,113,0
14730.0,107,5,28.65,3,4,2,342,3
14731.0,205,2,31.349999999999998,1,2,2,122,0
14732.0,88,5,101.76,3,4,4,344,3
14733.0,110,5,188.18000000000004,3,4,4,344,3
14735.0,81,21,803.9399999999999,4,4,4,444,3
14737.0,128,1,170.0,2,1,4,214,0
14738.0,133,4,69.75,2,4,3,243,3
14739.0,94,2,171.18,3,2,4,324,1
14740.0,197,3,42.239999999999995,1,3,3,133,0
14741.0,113,2,76.15,3,2,3,323,1
14745.0,112,4,74.8,3,4,3,343,3
14747.0,249,1,33.9,1,1,2,112,0
14748.0,123,2,25.679999999999996,2,2,2,222,0
14753.0,87,1,17.85,3,1,2,312,1
14755.0,73,6,149.19,4,4,4,444,3
14757.0,75,1,34.5,4,1,2,412,1
14758.0,144,4,83.32,2,4,3,243,3
14759.0,112,2,37.75,3,2,3,323,1
14762.0,263,1,15.0,1,1,1,111,0
14765.0,112,2,15.95,3,2,1,321,1
14766.0,80,4,88.53,4,4,3,443,3
14768.0,127,1,35.400000000000006,2,1,2,212,0
14769.0,82,5,105.94,4,4,4,444,3
14770.0,232,1,15.299999999999999,1,1,1,111,0
14772.0,112,1,17.4,3,1,2,312,1
14775.0,137,1,19.799999999999997,2,1,2,212,0
14776.0,105,7,175.79999999999995,3,4,4,344,3
14778.0,127,1,15.0,2,1,1,211,0
14779.0,280,1,22.5,1,1,2,112,0
14780.0,79,1,20.8,4,1,2,412,1
14790.0,119,2,22.380000000000003,3,2,2,322,1
14794.0,203,3,49.650000000000006,1,3,3,133,0
14795.0,166,1,31.8,2,1,2,212,0
14796.0,94,9,109.83,3,4,4,344,3
14798.0,144,1,15.0,2,1,1,211,0
14800.0,75,7,33.36,4,4,2,442,3
14803.0,162,2,179.45,2,2,4,224,0
14806.0,75,1,10.5,4,1,1,411,1
14808.0,74,7,182.29999999999998,4,4,4,444,3
14810.0,103,6,92.48,3,4,4,344,3
14816.0,197,1,9.95,1,1,1,111,0
14817.0,200,2,21.25,1,2,2,122,0
14818.0,73,3,17.5,4,3,2,432,1
14819.0,192,1,19.92,1,1,2,112,0
14820.0,75,2,40.8,4,2,3,423,1
14823.0,180,3,19.45,2,3,2,232,0
14824.0,73,2,179.0,4,2,4,424,1
14825.0,89,5,105.0,3,4,4,344,3
14828.0,196,2,259.34000000000003,1,2,4,124,0
14829.0,184,1,11.7,1,1,1,111,0
14834.0,71,3,98.7,4,3,4,434,3
14837.0,89,4,58.51,3,4,3,343,3
14840.0,267,1,15.0,1,1,1,111,0
14841.0,179,2,45.6,2,2,3,223,0
14842.0,95,2,45.9,3,2,3,323,1
14844.0,123,3,81.80000000000001,2,3,3,233,3
14847.0,148,1,25.0,2,1,2,212,0
14849.0,95,9,183.48,3,4,4,344,3
14851.0,256,1,10.2,1,1,1,111,0
14852.0,96,5,104.15,3,4,4,344,3
14853.0,211,1,19.799999999999997,1,1,2,112,0
14854.0,78,7,200.7,4,4,4,444,3
14855.0,119,2,50.39999999999999,3,2,3,323,1
14857.0,148,1,25.5,2,1,2,212,0
14859.0,80,2,23.479999999999997,4,2,2,422,1
14862.0,148,1,4.0,2,1,1,211,0
14866.0,80,4,602.2500000000001,4,4,4,444,3
14867.0,185,2,29.919999999999998,1,2,2,122,0
14868.0,71,5,91.2,4,4,3,443,3
14869.0,103,1,19.9,3,1,2,312,1
14870.0,261,1,14.850000000000001,1,1,1,111,0
14871.0,178,2,13.89,2,2,1,221,0
14873.0,210,1,25.5,1,1,2,112,0
14875.0,107,2,77.10000000000001,3,2,3,323,1
14878.0,82,5,95.5,4,4,4,444,3
14880.0,77,2,30.3,4,2,2,422,1
14883.0,73,4,38.92,4,4,3,443,3
14885.0,131,1,20.4,2,1,2,212,0
14886.0,252,1,39.8,1,1,3,113,0
14887.0,79,1,72.0,4,1,3,413,1
14888.0,207,1,16.5,1,1,2,112,0
14890.0,253,1,10.2,1,1,1,111,0
14891.0,148,2,43.5,2,2,3,223,0
14894.0,85,1,40.8,4,1,3,413,1
14895.0,91,12,376.0,3,4,4,344,3
14896.0,204,1,17.700000000000003,1,1,2,112,0
14897.0,88,1,19.799999999999997,3,1,2,312,1
14898.0,134,2,94.16,2,2,4,224,0
14901.0,73,4,89.75999999999999,4,4,3,443,3
14903.0,124,4,45.7,2,4,3,243,3
14905.0,157,2,121.19999999999999,2,2,4,224,0
14907.0,99,2,23.16,3,2,2,322,1
14908.0,74,1,9.9,4,1,1,411,1
14913.0,183,2,13.440000000000001,2,2,1,221,0
14915.0,91,2,57.480000000000004,3,2,3,323,1
14916.0,70,3,22.32,4,3,2,432,1
14918.0,115,2,85.80000000000001,3,2,3,323,1
14920.0,212,2,34.2,1,2,2,122,0
14921.0,201,1,25.200000000000003,1,1,2,112,0
14924.0,245,1,47.400000000000006,1,1,3,113,0
14944.0,77,7,193.57,4,4,4,444,3
14947.0,72,2,70.32,4,2,3,423,1
14948.0,71,5,83.52000000000001,4,4,3,443,3
14951.0,79,1,1.92,4,1,1,411,1
14952.0,71,6,460.2,4,4,4,444,3
14957.0,253,1,5.0,1,1,1,111,0
14958.0,147,3,47.9,2,3,3,233,0
14959.0,109,2,30.200000000000003,3,2,2,322,1
14960.0,171,1,67.5,2,1,3,213,0
14961.0,81,5,151.20000000000002,4,4,4,444,3
14962.0,270,1,14.850000000000001,1,1,1,111,0
14963.0,183,1,5.85,2,1,1,211,0
14964.0,247,1,12.75,1,1,1,111,0
14965.0,96,2,77.08,3,2,3,323,1
14970.0,137,2,107.25,2,2,4,224,0
14972.0,128,1,12.75,2,1,1,211,0
14973.0,107,3,74.7,3,3,3,333,3
14976.0,101,3,32.6,3,3,2,332,1
14978.0,72,2,43.35000000000001,4,2,3,423,1
14981.0,246,1,16.5,1,1,2,112,0
14984.0,180,1,3.38,2,1,1,211,0
14985.0,198,1,4.95,1,1,1,111,0
14988.0,211,1,1.66,1,1,1,111,0
14995.0,280,1,2.5,1,1,1,111,0
14997.0,88,2,32.64,3,2,2,322,1
14998.0,170,2,7.85,2,2,1,221,0
15002.0,115,1,35.400000000000006,3,1,2,312,1
15004.0,147,1,3.3,2,1,1,211,0
15005.0,78,18,87.41,4,4,3,443,3
15007.0,159,1,15.0,2,1,1,211,0
